sheet,pair,metric,cohens_d,mean_i,mean_j,n_i,n_j,p_raw,p_sidak
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p2_n2,-0.6991129149524096,0.0051603872399156635,0.019376774037865297,19,17,0.5457365639099512,0.7936447306316621
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p2_n3,-0.08546339661407694,-53.75288332168365,-52.09185550988389,19,17,0.8219312323030432,0.9682915139708872
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p2_n3,-0.7031657844042648,0.003808434392863789,0.013843305663823056,19,17,0.5571060713557832,0.8038449679700914
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p2_n4,-0.08547574686062594,-64.62696927659078,-62.924816284728664,19,17,0.8313998682383379,0.9715739955699502
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p2_n4,-0.7075715853902768,0.0030421188252165803,0.01084482419022266,19,17,0.5745090735827245,0.8189574715365686
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p2_n5,-0.06878366863949391,-73.37088102002642,-72.05997450976272,19,17,0.8673579887736915,0.9824060968578399
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p2_n5,-0.7079878910412472,0.002578396863686378,0.009013756423306459,19,17,0.5901796018545963,0.8320472412639428
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p3_n1,-0.020634240401917362,-27.660246393580948,-27.349144839770066,19,17,0.9533907999383346,0.9978275824696117
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p3_n1,-0.6712826176055339,0.01641132338323256,0.05250864873303731,19,17,0.5421230909367052,0.7903487361466432
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p3_n2,-0.055913313302056185,-40.96030812257343,-39.95768645554823,19,17,0.8773106545190928,0.9849473245054666
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p3_n2,-0.6794734310293421,0.010456894784974297,0.03282051793952396,19,17,0.5485061094056116,0.7961532667559424
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p3_n3,-0.09601780958043866,-53.58191820424795,-51.701991307889635,19,17,0.7977052024143825,0.959076814869794
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p3_n3,-0.6671678313974928,0.007872230660220286,0.0235793938429114,19,17,0.5672987727836243,0.8127696479654424
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p3_n4,-0.09570955395068233,-64.45600415915506,-62.53495208273442,19,17,0.8092760281096997,0.963624366546388
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p3_n4,-0.6545270876322625,0.0064070388789711245,0.01856917315021,19,17,0.5890868570941592,0.831150388987244
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p3_n5,-0.07957298502989485,-73.19991590259067,-71.67011030776847,19,17,0.8451714887283971,0.9760281320974191
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p3_n5,-0.6436014858759779,0.005485582695826439,0.015493730339433253,19,17,0.6085818060665478,0.8467917974578744
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p4_n1,-0.029711518846933134,-27.259505373930885,-26.80411242002843,19,17,0.9324771017528041,0.9954406582122989
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p4_n1,-0.49685967288626165,0.03585915225174529,0.08154579489107128,19,17,0.5940780147531339,0.835227341893243
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p4_n2,-0.06304134736476502,-40.55956710292338,-39.4126540358066,19,17,0.86059352152026,0.9805658337578778
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p4_n2,-0.4782637205785692,0.023269844040474743,0.051126235079294355,19,17,0.5955014811997494,0.8363809482884034
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p4_n3,-0.10185537697460667,-53.18117718459788,-51.156958888148004,19,17,0.7837499415539263,0.9532359122220697
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p4_n3,-0.4306694311653343,0.01791187082673378,0.036848249431078846,19,17,0.6215626055158767,0.8567851384560681
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p4_n4,-0.10121267649686085,-64.05526313950502,-61.98991966299278,19,17,0.7969302397239324,0.9587626724614204
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p4_n4,-0.39007094732188075,0.014886207348248047,0.029121456189332495,19,17,0.6514231072325243,0.8784941498285718
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p4_n5,-0.08545065582443936,-72.79917488294063,-71.12507788802684,19,17,0.8328213285331129,0.9720512918065666
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p4_n5,-0.365180506108486,0.012870364085976131,0.02437083960088715,19,17,0.6752936785045858,0.8945658047809167
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p5_n1,-0.047590673243348404,-26.620900696187373,-25.869291528355394,19,17,0.8911728476410509,0.988156650909442
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p5_n1,-0.40412290617555474,0.06645293734253187,0.13045875082132538,19,17,0.5994673265832424,0.839573577525625
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p5_n2,-0.07735244270127832,-39.92096242517985,-38.47783314413355,19,17,0.8283242438763704,0.9705274347593801
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p5_n2,-0.37613099528621996,0.04355589489560167,0.0819540331557645,19,17,0.5951256772590348,0.8360767827850447
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p5_n3,-0.11386188126207784,-52.542572506854356,-50.22213799647496,19,17,0.7576570212322388,0.9412698806419685
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p5_n3,-0.3222753997514146,0.03379808944305446,0.05925141098512961,19,17,0.6251651579906389,0.8594988412158173
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p5_n4,-0.1126291367007311,-63.416658461761486,-61.05509877131975,19,17,0.7734288236866242,0.9486655020639732
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p5_n4,-0.27984424850414896,0.028252530149244167,0.046956712598168186,19,17,0.6618064884470787,0.8856251487435041
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,diff_p5_n5,-0.08543707936854224,-73.53573454474463,-71.90232891676686,29,25,0.7721048732232315,0.9480638111914006
TRAK1 helix muts,T1 mDRH vs T1 mDRH / dSp,ratio_p5_n5,-0.16465514948772542,0.02259447865176519,0.03093290807168959,29,25,0.7471644277715923,0.9360741734159337
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p1_n1,0.21286675847746078,-28.086588701320043,-31.176527826482882,28,19,0.45601830246372843,0.7040839127455564
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p1_n1,0.15640827050879189,0.008239658055300641,0.006726205026690212,28,19,0.8902063187540373,0.98794534755846
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p1_n2,0.23513299105522015,-40.27631876357323,-44.1258486190353,28,19,0.41434815914816714,0.6570119213068595
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p1_n2,0.14480054012056578,0.005606962329724197,0.00463339520200389,28,19,0.9043498826241079,0.990851055045978
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p1_n3,0.2804424345113425,-51.5697048746119,-56.472777554217615,28,19,0.34004214693627177,0.5644556321795144
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p1_n3,0.14260850091083782,0.004309980700718336,0.0035637728172473095,28,19,0.9082011283475349,0.9915729671633342
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p1_n4,0.3384901103368084,-61.28552605569103,-67.23039354181593,28,19,0.2593053812801621,0.45137148179947395
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p1_n4,0.14800628035865565,0.0035783670110783833,0.0029300741150174833,28,19,0.9057318633483158,0.9911135184122194
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p1_n5,0.4042770433454906,-69.76919937297178,-76.40127240877891,28,19,0.17605906366400936,0.321121333429771
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p1_n5,0.14723118251585482,0.003099411342952792,0.002536740669432124,28,19,0.907581797106376,0.9914588757739129
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p2_n1,0.2195408228303321,-27.79325449778923,-30.97516554854937,28,19,0.441266170086442,0.6878165073101272
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p2_n1,0.24709377741736233,0.01950903286650522,0.014312324520100539,28,19,0.7971378856864642,0.9588469625762419
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p2_n2,0.24108439426825964,-39.982984560042425,-43.9244863411018,28,19,0.39939896483342363,0.6392783965568369
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p2_n2,0.23779283217478023,0.0132853103500641,0.009821372728217882,28,19,0.8159510356505276,0.9661259787218867
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p2_n3,0.28602789789563593,-51.27637067108109,-56.2714152762841,28,19,0.3268284073066572,0.5468400067907082
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p2_n3,0.23903254393487083,0.01022084870111235,0.00751527323150228,28,19,0.819874039088413,0.9675546382056774
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p2_n4,0.34406267879035096,-60.99219185216022,-67.02903126388242,28,19,0.24768884681266612,0.4340279287899439
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p2_n4,0.2457806913285948,0.008489637949272358,0.006162051528649497,28,19,0.8165763812224764,0.9663557760745577
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p2_n5,0.41011520536580043,-69.47586516944097,-76.19991013084538,28,19,0.16678310263855367,0.305749601951365
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p2_n5,0.24525906963203856,0.007355881471770147,0.005329247046115259,28,19,0.8191523618508021,0.9672941317758568
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p3_n1,0.22439945689187543,-27.442610970285422,-30.697200017592632,28,19,0.4364287370087525,0.6823874315304501
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p3_n1,0.2610064129436151,0.03352672597353038,0.02456011215438328,28,19,0.7446300110344131,0.934786168735716
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p3_n2,0.24549899311552134,-39.63234103253861,-43.646520810145056,28,19,0.39307695446524904,0.6316444167988227
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p3_n2,0.24454282187820417,0.02258807604678269,0.016801286155685793,28,19,0.7779878757600456,0.9507106166904631
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p3_n3,0.29017755887176866,-50.925727143577284,-55.993449745327375,28,19,0.3213192582927191,0.5393924508356551
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p3_n3,0.24204681103317918,0.017316692543634337,0.012868727669467343,28,19,0.7860123849426425,0.9542093006020642
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p3_n4,0.3482400731010008,-60.64154832465641,-66.75106573292567,28,19,0.24319380796490075,0.42724438769733253
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p3_n4,0.24732960712853239,0.014351432032066559,0.01056381545757897,28,19,0.7839817119762416,0.9533360992392845
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p3_n5,0.4144321920132641,-69.12522164193716,-75.92194459988866,28,19,0.1638014197619343,0.3007719344078432
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p3_n5,0.24363797192224917,0.012428244566548174,0.009164917712519798,28,19,0.788894956777982,0.95543466072623
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p4_n1,0.222245344842788,-27.06097159351702,-30.287247536921935,28,19,0.44873546110074225,0.6961074081521887
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p4_n1,0.2102148306161839,0.04901966716173319,0.03929466415865903,28,19,0.7632030747720129,0.943927216202571
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p4_n2,0.24373287246366518,-39.250701655770214,-43.236568329474366,28,19,0.40179819310893894,0.6421545982322696
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p4_n2,0.19369729519533527,0.0328821051785979,0.026767655906402878,28,19,0.8008147642068568,0.9603252418420299
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p4_n3,0.2885547054698151,-50.544087766808886,-55.58349726465667,28,19,0.3282549851397183,0.5487586350103599
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p4_n3,0.19217317680938012,0.02518949370668639,0.020496015862288525,28,19,0.8076470368374135,0.9630003375625726
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p4_n4,0.3465957423414866,-60.25990894788801,-66.34111325225498,28,19,0.24887909108244233,0.435817380186862
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p4_n4,0.1959822681213768,0.02087008045688673,0.016882979381475625,28,19,0.8059363250898646,0.9623392900803732
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p4_n5,0.41233098661473555,-68.74358226516878,-75.51199211921798,28,19,0.16838378205323856,0.30841446604792455
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p4_n5,0.1886523935950422,0.01807316280810501,0.014708877638634973,28,19,0.813633683727564,0.9652675961590423
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p5_n1,0.21999700688079377,-26.50850649757366,-29.708585636278382,28,19,0.45956939438011024,0.7079347605093191
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p5_n1,0.20578540446541346,0.0721650740177738,0.059591074245305985,28,19,0.7448385893302293,0.9348926545050126
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p5_n2,0.24191216961021642,-38.698236559826846,-42.65790642883081,28,19,0.4091088558656901,0.6508476557836462
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p5_n2,0.18204279607490959,0.048120079883162144,0.04061532400106374,28,19,0.7935493179166605,0.9573781158673239
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p5_n3,0.2868319242894658,-49.99162267086551,-55.00483536401311,28,19,0.33422951029006054,0.5567496550313874
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p5_n3,0.17375226606175304,0.0367550310482203,0.031226635938484345,28,19,0.8078491174718985,0.9630780383436717
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p5_n4,0.3447553299033397,-59.70744385194463,-65.76245135161143,28,19,0.25416821182888716,0.4437349437534802
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p5_n4,0.171971725182339,0.030405445590844845,0.02583766409065627,28,19,0.8109554768241043,0.9642621682571982
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,diff_p5_n5,0.6559284563991067,-67.23451587717578,-78.3816707302283,39,29,0.017676048025397795,0.035039653376999436
TRAK2 helix muts,TRAK2 vs TRAK2 mDRH,ratio_p5_n5,0.4188011444185784,0.026625136911391206,0.017716381081320932,39,29,0.5354707412250955,0.7842125677420378
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p1_n1,-0.05638481445001595,-31.17652782648288,-30.367570025527094,19,26,0.844055844475873,0.9756814203578669
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p1_n1,-1.0013439469195151,0.006726205026690212,0.03704173054156525,19,26,0.029534843999871052,0.05819738098964533
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p1_n2,-0.16805571970580213,-44.1258486190353,-41.51386468730915,19,26,0.5793323742349966,0.8230387486332351
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p1_n2,-0.9857169482986176,0.00463339520200389,0.026137453663679096,19,26,0.034349957773292306,0.06751999594755764
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p1_n3,-0.32006407104028395,-56.472777554217615,-51.35342823165107,19,26,0.3276388592248689,0.5479304963755643
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p1_n3,-0.9894482853853407,0.0035637728172473095,0.020542940562462565,19,26,0.0358197225982797,0.07035639266954175
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p1_n4,-0.4554608801461158,-67.23039354181593,-60.1655301298675,19,26,0.19513604405697516,0.3521940124237446
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p1_n4,-1.00158967013621,0.0029300741150174833,0.017051073923433527,19,26,0.03805226591726063,0.07465655689308337
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p1_n5,-0.57772949358211,-76.40127240877891,-68.12222751282297,19,26,0.10837605260129302,0.20500673642514777
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p1_n5,-1.0019739806714316,0.002536740669432124,0.01486623891162334,19,26,0.039969167441497144,0.07834080053702785
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p2_n1,-0.09919829282499985,-30.97516554854937,-29.53719069590363,19,26,0.7262956255505637,0.9250859154072427
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p2_n1,-1.01366522874424,0.014312324520100539,0.07006904442852555,19,26,0.02958755001803881,0.058299676920007704
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p2_n2,-0.20631220601664488,-43.9244863411018,-40.68348535768569,19,26,0.4903884885384344,0.7402961073858586
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p2_n2,-0.9939263302063872,0.009821372728217882,0.04946580034812963,19,26,0.0336858391604391,0.06623694256093526
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p2_n3,-0.35542825028782815,-56.2714152762841,-50.52304890202762,19,26,0.27186847423011384,0.46982448118001763
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p2_n3,-0.9972854720405295,0.0075152732315022786,0.03889460525637748,19,26,0.03476937681904568,0.06832984407370657
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p2_n4,-0.4902700512138994,-67.02903126388242,-59.33515080024404,19,26,0.15917842104977842,0.29301907237165625
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p2_n4,-1.0150728708492076,0.0061620515286494966,0.032256344677026066,19,26,0.03674456322961883,0.0721389635323022
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p2_n5,-0.6128700621151825,-76.1999101308454,-67.2918481831995,19,26,0.08597438458562678,0.1645571743663763
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p2_n5,-1.0195237124621959,0.005329247046115259,0.028083608456026705,19,26,0.038475748369677154,0.07547111352674762
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p3_n1,-0.1519078312786112,-30.697200017592632,-28.461118504700043,19,26,0.59317749450294,0.8344954490210945
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p3_n1,-1.0234282997501563,0.02456011215438328,0.11483804943964501,19,26,0.014812958551005506,0.029406493360977226
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p3_n2,-0.25304482849841753,-43.64652081014506,-39.60741316648212,19,26,0.39712153809168094,0.6365375601670595
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p3_n2,-1.0028676416782936,0.016801286155685793,0.0806168054938568,19,26,0.018530207234274343,0.03671704588840352
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p3_n3,-0.3980698278529645,-55.993449745327375,-49.44697671082403,19,26,0.2182942992607224,0.38893619743171504
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p3_n3,-1.0050471301290436,0.012868727669467343,0.06324927918911373,19,26,0.01939140517564031,0.03840678375659479
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p3_n4,-0.5316970963837011,-66.75106573292567,-58.25907860904045,19,26,0.12686559880746495,0.23763631745415326
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p3_n4,-1.0263503774296034,0.01056381545757897,0.05232196028636738,19,26,0.020772958250842244,0.0411144007071933
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p3_n5,-0.6541204918221387,-75.92194459988866,-66.21577599199593,19,26,0.06720090048841232,0.12988583995037117
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p3_n5,-1.0336470646434646,0.009164917712519802,0.04539297688445357,19,26,0.022196830456077787,0.04390096162985968
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p4_n1,-0.21242290526595609,-30.287247536921942,-27.12244308004756,19,26,0.4635509375627178,0.712222403410161
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p4_n1,-1.0795405140665655,0.03929466415865904,0.17005742085884618,19,26,0.005844089028366417,0.011654024680161412
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p4_n2,-0.30750991211749973,-43.236568329474366,-38.26873774182963,19,26,0.31062036490853573,0.5247557187211596
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p4_n2,-1.0805710958371135,0.026767655906402878,0.118349428795579,19,26,0.008076265591474674,0.01608730511704526
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p4_n3,-0.4488392880088714,-55.583497264656685,-48.108301286171546,19,26,0.17110141991492633,0.31292714393294874
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p4_n3,-1.0896930882962608,0.020496015862288525,0.09270425028253557,19,26,0.008409800729581307,0.016748876710851346
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p4_n4,-0.5818874367108032,-66.34111325225498,-56.92040318438798,19,26,0.09936033704431746,0.1888481975110745
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p4_n4,-1.1167349731422647,0.016882979381475625,0.07665480153288103,19,26,0.009065042440629778,0.018047909886809155
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p4_n5,-0.705137450172425,-75.51199211921796,-64.87710056734345,19,26,0.051635821034352714,0.10060538405481367
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p4_n5,-1.1260679197476455,0.014708877638634975,0.06638115927606164,19,26,0.009782868545353485,0.019470032573731255
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p5_n1,-0.28381890561255535,-29.708585636278382,-25.42724971163324,19,26,0.33801609106130515,0.5617773043062457
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p5_n1,-1.1223711388572826,0.059591074245306005,0.23771119347942699,19,26,0.003142650384709733,0.006275424517978911
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p5_n2,-0.3720855142261895,-42.65790642883081,-36.57354437341531,19,26,0.2279701511711708,0.40396991251733516
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p5_n2,-1.1406725123638948,0.04061532400106374,0.16487132876941393,19,26,0.004275974141559891,0.008533664328260526
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p5_n3,-0.5091648195685479,-55.00483536401311,-46.41310791775723,19,26,0.1267934056205967,0.2375102435323243
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p5_n3,-1.1540667315398612,0.031226635938484338,0.1291370577108333,19,26,0.004408377759808402,0.008797321725143581
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p5_n4,-0.6414180558042027,-65.76245135161143,-55.225209815973656,19,26,0.07398714668171125,0.14250019548932147
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p5_n4,-1.1862316954167287,0.02583766409065627,0.10687531948668413,19,26,0.004733287622512683,0.009444171233307985
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,diff_p5_n5,-0.9270134028392002,-78.38167073022831,-64.39093188395512,29,33,0.006692134734384014,0.013339484801464851
TRAK2 helix muts,TRAK2 mDRH vs TRAK2 mDRH mSpindly,ratio_p5_n5,-1.1549368945361114,0.017716381081320936,0.0835464304349985,29,33,0.0013159757005561934,0.002630219609067952
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p1_n1,0.326299382530852,-29.298044626867874,-33.81712877951035,20,28,0.4855943802509326,0.9639812594910182
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p1_n1,-0.004271153597462611,0.01549595955184079,0.015625050280964888,20,28,0.9881807289642806,0.99999999976935
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p1_n2,0.48059706463448226,-40.32062614422329,-47.748584120545964,20,28,0.2851619884335621,0.8133456178559455
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p1_n2,0.00629631092414833,0.01073176496888247,0.01060142625397838,20,28,0.9827094685767953,0.9999999984545972
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p1_n3,0.5746018353017234,-50.604636218938595,-59.578165585217185,20,28,0.20345127999089407,0.6793274979262367
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p1_n3,-0.002711970633431114,0.008339468020175727,0.008384620336797674,20,28,0.9925569995167671,0.9999999999771577
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p1_n4,0.5939804695539029,-59.99946726253211,-69.15741286856242,20,28,0.1928143007319758,0.6573369351512729
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p1_n4,-0.019852307502311494,0.006826273090496429,0.0071036584654967415,20,28,0.9462002119956835,0.9999995492841595
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p1_n5,0.6005326828064291,-67.77737356722886,-76.60534660194266,20,28,0.1806526047845619,0.6307330945492836
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p1_n5,-0.032304104479863725,0.005904565865300136,0.006302435841856758,20,28,0.9129076358030743,0.9999949892769416
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p2_n1,0.313503932532064,-28.91281820939988,-33.294867155510886,20,28,0.5001411783356204,0.968794093322762
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,ratio_p2_n1,-0.04278378405466496,0.03176332746710721,0.03404564961216277,20,28,0.883622845659581,0.9999786529106438
MAPK9 siRNA,ctrl ctrl vs MAPK9 ctrl,diff_p2_n2,0.4674952689319143,-39.93539972675529,-47.226322496546516,20,28,0.2957903743674909,0.8268151949432876
