sheet,pair,metric,cohens_d,mean_i,mean_j,n_i,n_j,p_raw,p_sidak
TRAK isoform (mito),no TRAK vs TRAK1,diff_p2_n2,-0.1347658984751377,-36.02171357019966,-34.184654315176594,16,26,0.8060929665261837,0.9927091076352468
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p2_n2,-0.29420195006109373,0.035814227532814824,0.0544154184197131,16,26,0.5527758772928963,0.9105509644270364
TRAK isoform (mito),no TRAK vs TRAK1,diff_p2_n3,-0.18048165319423567,-46.61521613170326,-43.86461796312843,16,26,0.7530440901659531,0.9849388452504281
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p2_n3,-0.26552639945711426,0.027897607983274862,0.040691074332952056,16,26,0.5869063646514188,0.9295070782728329
TRAK isoform (mito),no TRAK vs TRAK1,diff_p2_n4,-0.22949347810505322,-55.923407687257196,-52.307167995093735,16,26,0.6997315146583395,0.9729274440624572
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p2_n4,-0.26316864194161177,0.022950223746665513,0.03345530885080724,16,26,0.5877863881040883,0.929956637578542
TRAK isoform (mito),no TRAK vs TRAK1,diff_p2_n5,-0.258672817205899,-63.984115654783736,-59.97395724114483,16,26,0.6642076606688836,0.9621372327176407
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p2_n5,-0.2645166359824205,0.01973077272227794,0.028889902245612477,16,26,0.5832914120480035,0.9276402008374447
TRAK isoform (mito),no TRAK vs TRAK1,diff_p3_n1,-0.09447475488633733,-23.465910815119095,-22.406032061725703,16,26,0.859649180073623,0.9972353200538113
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p3_n1,-0.3489457451076529,0.0945393085816511,0.1503609358346836,16,26,0.487317326242358,0.8652446793505209
TRAK isoform (mito),no TRAK vs TRAK1,diff_p3_n2,-0.16220240555420962,-35.15976805738122,-32.89456824158147,16,26,0.7664917382636175,0.9872677032318165
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p3_n2,-0.3265983678709236,0.06439840189292911,0.09922011282676083,16,26,0.5079055241241685,0.8808358911996148
TRAK isoform (mito),no TRAK vs TRAK1,diff_p3_n3,-0.20415659592332794,-45.75327061888482,-42.57453188953332,16,26,0.720322798533239,0.9781238347215829
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p3_n3,-0.30357259839066336,0.04988529416420637,0.07447734054189599,16,26,0.5371204998434322,0.900824627125985
TRAK isoform (mito),no TRAK vs TRAK1,diff_p3_n4,-0.25108634032855176,-55.06146217443876,-51.01708192149862,16,26,0.6710050289835736,0.9643903440016712
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p3_n4,-0.3047503280397151,0.0409487042252259,0.06117408379631084,16,26,0.5382959815457203,0.9015782770604291
TRAK isoform (mito),no TRAK vs TRAK1,diff_p3_n5,-0.2793408990363706,-63.1221701419653,-58.6838711675497,16,26,0.6370186399503291,0.9521752211244806
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p3_n5,-0.30942790891859256,0.03511154561300854,0.05273911355301368,16,26,0.5347918885281249,0.8993203178639814
TRAK isoform (mito),no TRAK vs TRAK1,diff_p4_n1,-0.1379843603757086,-22.381942598247797,-20.74242634659066,16,26,0.7960370509695698,0.9915149608993619
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p4_n1,-0.3834220589995705,0.1474791735391151,0.2435521578440444,16,26,0.42126723510681496,0.8061641014652515
TRAK isoform (mito),no TRAK vs TRAK1,diff_p4_n2,-0.1947955254519596,-34.07579984050992,-31.230962526446433,16,26,0.7203823611315299,0.9781378085860077
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p4_n2,-0.3670951600203993,0.09986524338337906,0.1604881455030707,16,26,0.4300345259570666,0.8148406504120026
TRAK isoform (mito),no TRAK vs TRAK1,diff_p4_n3,-0.2319987699189752,-44.66930240201352,-40.91092617439828,16,26,0.6826864544552729,0.9680503698408638
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p4_n3,-0.346956877063068,0.07710920874872337,0.12028405502334599,16,26,0.45524013749649317,0.8383352612495972
TRAK isoform (mito),no TRAK vs TRAK1,diff_p4_n4,-0.2759868657211928,-53.97749395756746,-49.35347620636357,16,26,0.6385150071874308,0.9527642498998159
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p4_n4,-0.34861173290611414,0.06326604196025257,0.09846652110921009,16,26,0.4590766985600435,0.8417269140866355
TRAK isoform (mito),no TRAK vs TRAK1,diff_p4_n5,-0.30295027577470623,-62.038201925094,-57.020265452414655,16,26,0.6066445379476003,0.9391366917089868
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p4_n5,-0.3530994236030805,0.05421197398084793,0.08456151487201899,16,26,0.4591919544357346,0.8418280634538102
TRAK isoform (mito),no TRAK vs TRAK1,diff_p5_n1,-0.1820520499286361,-20.85199830528596,-18.52056218325523,16,26,0.7358444573008975,0.9815677147230902
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p5_n1,-0.3988983559408088,0.22194448119894106,0.36905765689863024,16,26,0.39252255316415474,0.7758232973565713
TRAK isoform (mito),no TRAK vs TRAK1,diff_p5_n2,-0.2282654838365669,-32.545855547548086,-29.009098363111,16,26,0.6771981155292058,0.9663637025598952
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p5_n2,-0.3878389283569245,0.14957006093067804,0.2427049872905475,16,26,0.3918416560159923,0.7750686400516985
TRAK isoform (mito),no TRAK vs TRAK1,diff_p5_n3,-0.2604886824082305,-43.139358109051685,-38.689062011062845,16,26,0.6477451681597892,0.9562909993545973
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p5_n3,-0.3701654134557181,0.11523082590788877,0.18159790320782065,16,26,0.41326873562386557,0.7980156637375776
TRAK isoform (mito),no TRAK vs TRAK1,diff_p5_n4,-0.30101295596931604,-52.44754966460562,-47.131612043028134,16,26,0.6090188305697462,0.9402321650930723
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p5_n4,-0.3729405541499218,0.09451231369805116,0.14836000048696218,16,26,0.41724129065284576,0.8020906473013212
TRAK isoform (mito),no TRAK vs TRAK1,diff_p5_n5,-0.5454172916378485,-63.707559123036184,-53.88953785005872,24,34,0.1898096825450657,0.4681843101301766
TRAK isoform (mito),no TRAK vs TRAK1,ratio_p5_n5,-0.5643320708735032,0.061891074220019764,0.13334924580690552,24,34,0.09226248775836254,0.2520357354565985
TRAK isoform (mito),no TRAK vs TRAK2,diff_p1_n1,0.23636853610477962,-24.900119872535264,-28.08658870132004,16,28,0.5758065159315222,0.923670576998373
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p1_n1,0.7390698913778992,0.025029922754439597,0.008239658055300641,16,28,0.4621645323375072,0.8444219530057298
TRAK isoform (mito),no TRAK vs TRAK2,diff_p1_n2,0.23491251118367482,-36.59397711479739,-40.27631876357323,16,28,0.6173565123603286,0.9439748563310644
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p1_n2,0.7306344526071921,0.017300406500822707,0.005606962329724197,16,28,0.4351243708643844,0.8197569556510234
TRAK isoform (mito),no TRAK vs TRAK2,diff_p1_n3,0.2583539704027706,-47.187479676300995,-51.569704874611894,16,28,0.6111467724853847,0.9412027351412409
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p1_n3,0.7191415795780527,0.013504875456522724,0.0043099807007183355,16,28,0.4166237804005416,0.8014608466808923
TRAK isoform (mito),no TRAK vs TRAK2,diff_p1_n4,0.2795819343454504,-56.49567123185493,-61.28552605569104,16,28,0.6035376289548323,0.9376830883887578
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p1_n4,0.7024295615544944,0.01112882630710059,0.0035783670110783833,16,28,0.4177071881765886,0.8025649350987932
TRAK isoform (mito),no TRAK vs TRAK2,diff_p1_n5,0.32287355747641644,-64.55637919938147,-69.7691993729718,16,28,0.565672709303954,0.9180684149967095
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p1_n5,0.6939928036121673,0.009567249499451003,0.003099411342952792,16,28,0.41903915585230445,0.8039167087937051
TRAK isoform (mito),no TRAK vs TRAK2,diff_p2_n1,0.25674949176335676,-24.327856327937532,-27.79325449778923,16,28,0.5523738873453463,0.9103095422294396
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p2_n1,0.7152863652135407,0.0520490175089426,0.01950903286650522,16,28,0.4953758054958681,0.8714996804797236
TRAK isoform (mito),no TRAK vs TRAK2,diff_p2_n2,0.25209849380042837,-36.02171357019966,-39.982984560042425,16,28,0.5959497275387684,0.9340361171266636
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p2_n2,0.712959876929022,0.035814227532814824,0.013285310350064103,16,28,0.4701835860555499,0.8512776543860942
TRAK isoform (mito),no TRAK vs TRAK2,diff_p2_n3,0.2738261315339704,-46.61521613170326,-51.27637067108109,16,28,0.5925980847285748,0.9323809291113713
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p2_n3,0.707054991052052,0.02789760798327486,0.01022084870111235,16,28,0.45323749144341363,0.8365457631892854
TRAK isoform (mito),no TRAK vs TRAK2,diff_p2_n4,0.2945939153334613,-55.923407687257196,-60.99219185216021,16,28,0.5866279551952065,0.9293644535184958
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p2_n4,0.6926151626543171,0.022950223746665513,0.008489637949272358,16,28,0.45586310018475995,0.8388892446600407
TRAK isoform (mito),no TRAK vs TRAK2,diff_p2_n5,0.3382105816287386,-63.984115654783736,-69.47586516944097,16,28,0.5503528641890525,0.9090891969460522
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p2_n5,0.6853801788053152,0.01973077272227794,0.007355881471770147,16,28,0.4585225444493972,0.8412399824018876
TRAK isoform (mito),no TRAK vs TRAK2,diff_p3_n1,0.2923003438967284,-23.465910815119095,-27.442610970285422,16,28,0.5105095029834205,0.8827176135290848
TRAK isoform (mito),no TRAK vs TRAK2,ratio_p3_n1,0.7730641066113603,0.0945393085816511,0.03352672597353039,16,28,0.4440688236774675,0.8281842037285855
