path,template_matching_score,lateral_pixel_pitch_um,zsum_bg_threshold,zsum_crop_total_signal,zsum_crop_perinuclear_5um_pct,zsum_crop_peripheral_5um_pct,zsum_crop_radial_0_2um_pct,zsum_crop_radial_2_5um_pct,zsum_crop_radial_5_10um_pct,zsum_crop_radial_10_15um_pct,zsum_crop_radial_ge15um_pct,zsum_crop_com_dy_um,zsum_crop_com_dx_um,zsum_crop_com_offset_um,zsum_crop_com_vs_pattern_dy_um,zsum_crop_com_vs_pattern_offset_um,zsum_crop_apical_fraction_pct,zsum_crop_mean_dist_to_nucleus_um,zsum_crop_median_dist_to_nucleus_um,zsum_crop_q90_dist_to_nucleus_um,zsum_crop_mean_dist_to_arch_um,zsum_crop_median_dist_to_arch_um,zsum_crop_gini,zsum_pattern_total_signal,zsum_pattern_perinuclear_5um_pct,zsum_pattern_peripheral_5um_pct,zsum_pattern_radial_0_2um_pct,zsum_pattern_radial_2_5um_pct,zsum_pattern_radial_5_10um_pct,zsum_pattern_radial_10_15um_pct,zsum_pattern_radial_ge15um_pct,zsum_pattern_com_dy_um,zsum_pattern_com_dx_um,zsum_pattern_com_offset_um,zsum_pattern_com_vs_pattern_dy_um,zsum_pattern_com_vs_pattern_offset_um,zsum_pattern_apical_fraction_pct,zsum_pattern_mean_dist_to_nucleus_um,zsum_pattern_median_dist_to_nucleus_um,zsum_pattern_q90_dist_to_nucleus_um,zsum_pattern_mean_dist_to_arch_um,zsum_pattern_median_dist_to_arch_um,zsum_pattern_gini,maxip_bg_threshold,maxip_crop_total_signal,maxip_crop_perinuclear_5um_pct,maxip_crop_peripheral_5um_pct,maxip_crop_radial_0_2um_pct,maxip_crop_radial_2_5um_pct,maxip_crop_radial_5_10um_pct,maxip_crop_radial_10_15um_pct,maxip_crop_radial_ge15um_pct,maxip_crop_com_dy_um,maxip_crop_com_dx_um,maxip_crop_com_offset_um,maxip_crop_com_vs_pattern_dy_um,maxip_crop_com_vs_pattern_offset_um,maxip_crop_apical_fraction_pct,maxip_crop_mean_dist_to_nucleus_um,maxip_crop_median_dist_to_nucleus_um,maxip_crop_q90_dist_to_nucleus_um,maxip_crop_mean_dist_to_arch_um,maxip_crop_median_dist_to_arch_um,maxip_crop_gini,maxip_pattern_total_signal,maxip_pattern_perinuclear_5um_pct,maxip_pattern_peripheral_5um_pct,maxip_pattern_radial_0_2um_pct,maxip_pattern_radial_2_5um_pct,maxip_pattern_radial_5_10um_pct,maxip_pattern_radial_10_15um_pct,maxip_pattern_radial_ge15um_pct,maxip_pattern_com_dy_um,maxip_pattern_com_dx_um,maxip_pattern_com_offset_um,maxip_pattern_com_vs_pattern_dy_um,maxip_pattern_com_vs_pattern_offset_um,maxip_pattern_apical_fraction_pct,maxip_pattern_mean_dist_to_nucleus_um,maxip_pattern_median_dist_to_nucleus_um,maxip_pattern_q90_dist_to_nucleus_um,maxip_pattern_mean_dist_to_arch_um,maxip_pattern_median_dist_to_arch_um,maxip_pattern_gini,sheet,condition,plate,well
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell1.nd2,0.9830752538377047,0.065,7331.428399999742,152494626.8452204,78.68605458879834,1.0720787229177706,59.9254229343848,18.760631654413533,13.270035897161792,4.828722286638476,3.2151872274013886,4.440534891097641,3.0084949986687204,5.363710681614944,17.232091676247343,19.598780296892212,2.12705717145887,3.0338692343420544,1.3064838307457158,8.521200032859221,19.674407308403623,19.03445954052807,0.9658319122773174,10249650.684402103,79.8945282073218,9.55685281149071,52.76955642431894,27.124971783002845,11.67431187700112,8.42106199886147,0.010097916815612711,-5.470179988396143,-3.114273736035087,6.294566705374371,7.32137679675356,7.995597854475762,15.352831003256656,3.1463476321951345,1.8396263207510377,9.383442864961667,11.1529997305091,9.56648969058139,0.9741856082703018,242.78569999997853,35877704.37140185,64.55276289656365,4.0070012699754365,46.93815476590013,17.614608130663516,17.603491242975586,10.051762932120145,7.791982928340626,4.46850308938222,3.0627035959836104,5.417349275860786,17.260059874531922,19.64922468180683,5.982028362469286,4.759810173939159,2.305439220625866,13.300880609944592,19.79040236062907,18.87150497443169,0.9649174262294431,3989698.3809002503,63.627205731961645,20.577222359220233,38.694066987383465,24.933138744578194,18.150882519511484,18.151582364395082,0.07032938413177632,-7.667665814022929,-2.5843666321299357,8.09148008245726,5.123890971126774,6.345697230720679,30.315449144984434,4.668851359159249,3.5393678814161156,11.335560197890532,9.861982002977864,9.127120301606634,0.9686011939453852,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell10.nd2,0.9860556701583304,0.065,7273.499699999549,152630220.42842767,68.35941908964467,3.3536399685682796,36.54952862698038,31.8098904626643,26.276436251177586,4.65621133616524,0.7079333230125106,-9.929683406014243,1.4773569826330077,10.038983822967797,5.763774456287708,10.193884724942864,9.991911161365321,3.79229826024829,3.3429216263621857,8.04005596995444,12.409365960663232,12.157606672367715,0.9719598600519112,22589867.922205895,62.18906091741113,14.257689104657889,39.230302763704664,22.958758153706462,13.015536884616633,22.370863585855265,2.424538612116961,-12.678288377527227,-1.743861747269167,12.797657987980873,3.015169484774724,5.999481462352772,35.999179660136576,5.116644276316896,3.266209576864289,12.084407308593997,9.219768426322519,8.890755029804836,0.9610366993821977,245.57139999995707,30352475.771602876,60.16061150005243,8.16260872372837,31.21611040001365,28.94450110003878,28.335933113724355,9.724164673782003,1.7792907124412227,-10.077682239122346,1.786518623005179,10.234809627104273,5.615775623179605,10.369453150215156,16.58622862359944,4.639067136463862,4.049348713064855,10.595199384626984,12.024767235314492,11.50518361435401,0.9721528903047288,5951827.619400716,48.03043143390192,25.08310703982627,27.687845606088313,20.342585827813597,15.222881365830917,32.49245208474253,4.25423511552464,-14.586462060912481,-1.2141753016893984,14.636908728200492,1.1069958013894698,5.822650292276675,49.7345789947198,6.71851502346477,5.279424684565544,13.544041125159065,7.933897218212155,7.974893416215667,0.9580792166149875,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell11.nd2,0.9670144935301525,0.065,7248.142799999914,106328901.3684057,78.3483438992416,2.1165237031865676,40.66612198595551,37.682221913286085,14.241324186671683,3.492793242293298,3.9175386717934324,5.282804504677972,-5.035674217994845,7.298358600700836,14.964211611538593,16.369544101705916,4.13198671316828,3.7652487316226457,2.535,7.898235562453174,18.108065181922843,17.11920339852296,0.9676504748129061,20362509.28920129,54.14174473009163,9.50536065919239,0.5284530117173621,53.61329171837428,41.902896940730244,3.9478487281840695,0.0075096009940752015,0.7401213078361693,-8.073320700535794,8.107175012543696,10.421528414696791,11.0252091200966,14.361949392706283,5.300879617096332,4.813951079934236,7.308093116538678,12.989335256249504,12.798564372616172,0.9484832342426502,243.78569999997853,28574512.05230169,63.35692181397249,4.8560531856513025,31.128027766563477,32.228894047409014,18.239606894636527,8.204165042291105,10.19930624909988,6.584361728980225,-4.798093172004997,8.147117126033013,16.26576883584085,17.65840095101571,7.961861380295766,5.713119777136675,3.673506499245646,15.180666157978706,19.17779536338147,17.51155975348855,0.9641090309946314,6616470.359300432,42.19017435597326,15.749831100433658,0.8171675041815032,41.373006851791764,47.82251901200659,9.854413105373501,0.13289352664666326,-0.2652981236761232,-7.814736740256136,7.819238672270797,9.416108983184499,10.175353796128313,22.052928802878803,6.045753073615272,5.393433507516339,9.997329643459796,12.500873941421958,11.889315581647246,0.9390158453190102,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell12.nd2,0.9581804056045222,0.065,7288.7852999993775,152768391.30804834,83.48480025103203,0.5781102652444916,54.040826365615914,29.443973885416124,13.287456044539528,2.4244618429823572,0.8032818614460815,-1.6368179009284227,4.242361825250281,4.54717568355794,11.69026321336598,16.62800648187852,6.638226240960578,2.5796532301929798,1.657181341917655,6.2596046201018165,15.125321837858326,13.085034390478306,0.9625708962237044,6922948.588803676,48.50393594042665,4.831204064424529,20.332264667938578,28.17167127248807,47.76513831042159,3.7250632355884084,0.005862513563351838,-10.323193215700796,-0.6073611468353789,10.341044711796586,3.003887898593607,7.594503772054251,62.12295950973106,4.904268308255388,5.184132039213508,7.5290653470400954,9.506943596414326,7.770966799568765,0.9789094326890834,250.0,33625662.0,73.67891522849423,2.326318512331445,44.775942255055085,28.902972973439155,18.545695843846882,5.8022173660105185,1.9731715616483625,-0.9127146408615932,3.5699745772313003,3.684802097497355,12.41436647343281,16.68817294699035,11.059666275120472,3.549784119141326,2.488744663479964,7.79051506641249,15.828152938323958,13.191317220050468,0.9634303880087008,2980164.0,53.1358005801023,11.284144094083413,23.676415123463006,29.459385456639296,38.287926436263234,8.278269249611766,0.29800373402269137,-9.935554048661976,-1.7436519079924089,10.08739590925869,3.3915270656324275,6.752413710490686,55.46667901498038,4.993121805144735,4.738317211837975,9.554115605329466,9.417954520068948,7.723794404306734,0.9714195540363697,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell13.nd2,0.9178141827631473,0.065,7271.928499999893,284466530.215013,59.6940594062705,3.369269765499906,33.07271122156041,26.62134818471008,25.533094066849944,10.967324493823929,3.8055220330556243,-8.918522319766208,0.9296535332561741,8.966844264291854,10.568286259579681,13.166635541147254,8.06558329029425,4.936328408583147,3.73283404399392,11.572920979597157,14.80314771649399,14.673309101903362,0.9438034155699003,59533313.71350376,44.29947411531262,12.38181388066894,29.19247959661083,15.106994518701786,27.24307686289936,16.980832608529376,11.476616413258629,-14.393390478306081,-4.361294527763753,15.039633619835763,5.093418101039806,5.70155007140229,23.093610151055156,6.992582126259197,6.5546948822962,15.633817512047402,9.060017721984305,8.981532441627097,0.8770432580135595,246.0,48821670.0,47.501842931632616,10.648994596047206,27.565109919427172,19.93673301220544,26.232785564279144,15.250012955312672,11.015358548775575,-9.085382259441431,1.073090651333707,9.148535092907109,10.401426319904456,13.120012223975488,16.825053301126324,6.668498209971804,5.463867677753552,15.666213645932448,14.449656936604324,13.489027021990875,0.9400883397578121,14104634.0,33.845217110915456,26.35279298987836,22.01348861657807,11.831728494337392,22.55506240005944,19.606301021352273,23.993419467672823,-16.411292241216355,-3.6148500815063804,16.804691432405857,3.0755163381295323,4.517277395500716,37.30758983182407,9.228052781647623,9.063946436293632,19.276966177280073,7.8380848434204315,7.5838595055552025,0.8748308722396663,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell14.nd2,0.9413561229137086,0.065,7343.714199999871,296660357.11101174,58.535655877750216,0.23887579409031875,34.28088547292777,24.254770404822445,33.67697199245869,7.443670966909196,0.3437011628819004,-10.633329367405707,-2.5557859458015906,10.93616638664983,10.232313952271223,12.55119470971283,0.6564437169040699,4.368835296206968,3.8706394820494454,9.502012944634416,14.436290240049852,14.116377899447153,0.9555248267289502,70883310.56380321,34.687444457139655,0.9442656787278825,15.378021944938421,19.309422512201238,39.36216782353396,24.588448428227426,1.3619392910989507,-10.175347491674858,-7.72074978216484,12.772927376883196,10.690295828002071,10.895302721776718,2.1381791585990237,6.911208864593315,7.411140263144397,11.6670926112721,12.484334289000577,11.325865309105525,0.911990179914105,234.3570999999356,43469299.67360659,51.454317737453415,1.5393670609486316,29.40660716248787,22.047710574965524,36.39103887221515,10.448430301624184,1.7062130887072753,-9.946131792258491,-2.738244065042006,10.31617749889526,10.919511527418438,13.017251641559586,2.5839257311122874,5.0847577166144005,4.794163117792301,10.417048526334126,14.838166526071234,13.73347097422935,0.9540881865348757,12590672.503301937,33.052905452899054,3.65900421426601,16.9023347596578,16.15057069324125,33.429500870558556,28.545857202290232,4.971736474252167,-10.712971199950164,-7.735718414215676,13.213973335639707,10.152672119726764,10.365287996897141,7.0268972310126205,7.4662992792881235,8.131497402077922,12.798564372616172,12.192230304946074,10.907030989228922,0.9077413575964712,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell15.nd2,0.9417311865405739,0.065,7261.785499999678,115226349.83902015,61.56703602485126,4.980519087881758,31.698068411030363,29.868967613820903,26.950731773497132,7.132091607504219,4.3501405941473985,-9.802602047334876,-0.5089552584086039,9.815805741429262,8.703082868796837,12.946672112622228,9.464916586995571,4.6402114251007065,3.71411160306203,10.848770667683965,13.56741926917199,13.67860098840521,0.9702855536645427,9959258.34500245,34.70818948315618,27.963140437042593,1.263710224599097,33.44447925855708,8.280900403734705,26.260486181815462,30.750423931293653,-15.478832678091603,-4.169946901163078,16.03068052937479,3.0268522380401093,6.652517034548495,54.62232503217807,10.285784580904775,11.635726234318167,17.735950073226977,8.974948761976668,7.93026638896828,0.9743761904188943,257.78569999997853,27008875.54830136,48.042892012646924,13.33114443013772,24.718472606758354,23.32441940588856,28.1929194726482,12.688646626444744,11.075541888260132,-9.747745916375633,-0.11739271374808369,9.748452774643727,8.75793899975608,13.27530625534116,19.797438050828344,6.398767853630187,5.20730736561613,15.327325272205846,13.3618022520319,12.936469765743668,0.9688152194222734,3969187.2217002255,18.93793672645265,46.150355112637996,1.6118072070331797,17.32612951941947,5.987836539950732,26.14911670141547,48.92511003218115,-18.81827173268836,-3.755107916729739,19.189272692616157,-0.31258681655664816,6.346572988006531,72.26822562104883,12.909243561570737,14.813441531258022,18.532752763688396,6.952513254500442,5.886000339789321,0.9658290520913803,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell16.nd2,0.9818429019208615,0.065,7261.071299999807,204680224.36252192,60.4500697725286,1.3450040966951868,38.14800088078503,22.30206889174357,33.56662450165192,4.745986205436684,1.2373195203827885,-6.3229017789710005,-4.4196864146056285,7.71444845144254,12.570871800554551,15.294436644902115,1.7640209634058748,4.114768334915264,3.45418586645247,8.984589584393937,15.895354000853803,14.80088679775641,0.942218775506514,35004535.21880462,21.085409212734866,3.9743869370192613,0.0,21.085409212734866,60.38707498520562,13.105096403155542,5.422419398903973,-6.773469140703142,-10.928135906970954,12.85706181836603,12.120304438822409,12.318924657794854,6.171859972133296,7.7926529126014294,7.06349948679831,11.727412331797668,13.475884567529178,13.616220106916604,0.9149621209349873,274.3570999999356,39241455.268106736,52.575577449013444,5.372177728112719,32.16712684547444,20.408450603539002,34.27721590318834,8.134875658638636,5.012330989159575,-5.5524569355739715,-4.664729165155227,7.251860189334408,13.341316643951581,15.801085191402324,6.0997693629013545,5.2447627250274,4.647840896588437,11.105683229770243,16.28863455555654,14.737809369102315,0.945863866943366,9230595.468301669,18.061540559603838,13.75056859504925,0.0,18.061540559603838,50.20041060420638,14.845733045134057,16.892315791055733,-8.82148991072511,-10.791055697626708,13.937918327867571,10.072283668800443,10.340592184328527,17.746080743389044,9.451002469347202,7.722700304945156,19.016693981867615,12.283730290861165,12.982112694010942,0.9073899213762854,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell17.nd2,0.9174458167010475,0.065,7265.0,216883484.0,60.484613480296176,5.152117991612492,36.19862681659983,24.285986663696345,29.7288169716049,6.7485000379282,3.038069510170724,-9.31155477869789,2.1907666164774406,9.5657990133895,6.741646551208681,11.888220872549523,9.112097258636807,4.486346998658566,3.659101665709768,9.93331012301539,11.608301604051542,11.761228677310887,0.9570295189259019,37542891.0,66.21451981415069,11.145729293996032,37.07569297207293,29.13882684207777,11.835391153014827,14.692781650725834,7.25730738210864,-11.541802510870747,-4.388071411402169,12.347808546924727,4.511398819035823,5.538597046178284,23.18170702410744,5.056254257574385,3.0556914111212214,12.901640399577103,9.094478921658501,9.59713498915171,0.9342657250326144,244.78569999997853,40793425.81150218,45.66837655725408,17.112116682860798,27.48735624390457,18.181020313349507,29.939201703076694,13.56065030910105,10.831771430568187,-10.503484218192412,2.734295853082585,10.853550319319558,5.549717111714157,11.731115743426152,21.26065535480263,6.555103163804544,5.59604324500803,15.47341348894936,10.15986332114772,10.351135203445079,0.9543324564078627,9489046.390400587,46.22013758133898,30.277775232574438,27.39653237263176,18.823605208707214,10.073285063365809,22.876230191013995,20.830347164281214,-14.05378716114446,-3.8642784772893055,14.575375868936971,1.9994141687621096,4.238070589548196,45.19738659344081,8.00990549884856,5.7864604897985785,17.296596486014238,7.5859273922207455,8.08747333844137,0.9180321035203857,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
/Volumes/valelab/_for_Mark/patterned_data/250807_patterned_plate_12/C04_250814_MAPK9_siRNA_Ars/cell18.nd2,0.9794719639938918,0.065,7242.356899999635,122763311.21972984,85.35146468343541,1.7576512341206556,61.625010551489424,23.726454131945996,12.335148003381011,2.222556034447131,0.09083127873644754,-1.5886088677311332,-1.8425534147081022,2.432833989545214,13.170625833572426,15.808807675700864,5.977197953278628,2.3300850458170825,1.425561292964985,6.003269942289785,16.903686868867304,16.40731848901581,0.9584574690643997,17620225.464005634,46.07647879641114,7.431561161777128,12.70097652763951,33.37550226877164,43.38622234555987,10.191333884853346,0.3459649731756375,-6.157935794782318,-6.569623529617913,9.004450375984682,8.601298906521242,9.492944318337058,27.03629350392352,5.900134074409886,5.268609873581456,10.051278525640408,12.505844343708898,11.222998708010262,0.9400041240908786,218.78569999997853,32563394.822602093,73.96607534170091,5.3997284757292086,49.86598683110935,24.100088510591572,19.484590152119328,6.065351002436909,0.4839835037428457,-2.472557836757209,-2.1595694703238832,3.282877176085707,12.28667686454635,14.898729138902393,12.375303012950104,3.3955017452089016,2.0076478774924653,9.201805529351292,16.145616103189035,15.17231442463542,0.9549748112023276,7189606.338400508,37.21809731234142,14.69680195918999,10.1433094758603,27.074787836481125,44.41886062722452,17.26834454438717,1.0946975160468908,-7.8497013505776,-6.483961465724626,10.181334273181568,6.90953335072596,8.035595235326278,34.34013833710745,6.788556930055364,6.5029243421709895,12.109728527097543,11.304703311574022,9.915216840795766,0.9262864223442263,MAPK9 siRNA,MAPK9 Ars,250807_patterned_plate_12,C04
