sheet,metric,pair,n_i,n_j,mean_i,mean_j,diff,cohens_d,f_classical,p_classical_anova,t_classical_pair,p_classical_sidak,p_mixedlm_joint,p_mixedlm_sidak,var_plate,var_resid
TRAK2 S84 Ars,raw_perinuclear_5um,wt ctrl vs wt Ars,21,27,71.0432114835254,73.39391536157585,-2.350703878050453,-0.12616332954202308,2.5540809048062356,0.12851511806540936,-0.5447023286173026,0.6008081407099587,0.11284586168803544,0.6309450555647074,1.6616090587912626e-7,281.8037176672434
TRAK2 S84 Ars,raw_peripheral_5um,wt ctrl vs wt Ars,21,27,2.177007653583056,0.5187749669252282,1.6582326866578276,0.6724583017495751,2.7579155125195243,0.1117136700831284,2.525961619022633,0.035477844689033255,0.0556080849762399,0.016558079866527686,0.1811305809652505,3.984714936297433
TRAK2 S84 Ars,den_perinuclear_5um,wt ctrl vs wt Ars,23,27,67.05819977723945,69.69022543123427,-2.632025653994816,-0.16982639894607493,2.7814555628064057,0.10995220295896947,-0.7485535924907725,0.4755555954573506,0.10865735166444045,0.5237016178101623,4.499664478658692e-7,211.26397243670374
TRAK2 S84 Ars,den_peripheral_5um,wt ctrl vs wt Ars,23,27,5.10336790186439,2.3257068859061154,2.7776610159582744,0.8575408995706761,5.457214364084199,0.024518574189785477,3.3051889053895196,0.010775181615001905,0.0013629919055988943,0.0013778304137804787,0.14909057248480642,7.836006099801227
TRAK2 S84 Ars,raw_perinuclear_bin_0_1,wt ctrl vs wt Ars,15,18,28.460577451744534,32.211270324688726,-3.7506928729441924,-0.23689095428002588,1.0503461085286916,0.462079856581014,-0.7898512259394709,0.4738021690486859,0.585236078733405,0.5392951812287217,0.00003616706550239402,282.7717207354966
TRAK2 S84 Ars,raw_perinuclear_bin_1_2,wt ctrl vs wt Ars,15,18,11.359778039186999,14.5382929764207,-3.1785149372337003,-0.5899967739917464,2.8109927831980923,0.1718117825525946,-2.6166131153507166,0.0590087316271285,0.22315355656383654,0.06494019203324986,1.714013325163641e-7,21.942476081952165
TRAK2 S84 Ars,raw_perinuclear_bin_2_3,wt ctrl vs wt Ars,15,18,11.372934622967454,12.57312954331099,-1.2001949203435363,-0.30653907796452634,1.2984697304892578,0.39009195753154174,-1.2220861449541134,0.2887649192716224,0.5821969110116461,0.3672062080550009,3.5621371941443727e-6,13.409260171114138
TRAK2 S84 Ars,raw_perinuclear_bin_3_4,wt ctrl vs wt Ars,15,18,10.393916597553133,10.325520842541229,0.06839575501190431,0.017509531452688264,0.6343739052549209,0.6308895193863004,0.06819902883349291,0.9489002305972207,0.7901960240412866,0.9563948308037494,0.01577860922873265,15.117153141535674
TRAK2 S84 Ars,raw_perinuclear_bin_4_5,wt ctrl vs wt Ars,15,18,9.240990551622534,8.531972613337947,0.7090179382845871,0.17475449605534046,0.08280593898979996,0.9658914795950648,0.4127892871891824,0.7009281082517425,0.9503827514389347,0.6120619370419236,1.0592778780162149,15.801158178786904
TRAK2 S84 Ars,raw_peripheral_bin_0_1,wt ctrl vs wt Ars,15,18,0.16101600010860753,0.023303029487875594,0.13771297062073193,0.8150074739127291,1.1107285115854886,0.4429277869795601,1.425417815427655,0.22717029148553525,0.3207555212576014,0.16112528260926173,0.0051009626668935635,0.03776549940310026
TRAK2 S84 Ars,raw_peripheral_bin_1_2,wt ctrl vs wt Ars,15,18,0.21316332275459804,0.03878847032143838,0.17437485243315964,0.6599760442217787,1.4989261538799117,0.3431170296568922,1.7475135852253496,0.15546708776867035,0.22314463752356942,0.09426429099112499,0.003607544129187454,0.05480566808279093
TRAK2 S84 Ars,raw_peripheral_bin_2_3,wt ctrl vs wt Ars,15,18,0.46598741768825624,0.06300727904781062,0.40298013864044563,0.8040068175375948,4.233807247365745,0.09853689887699074,3.103539170501956,0.03609706222785858,0.004424061263509545,0.0010985710466224763,4.0610878871143845e-34,0.15086244612003694
TRAK2 S84 Ars,raw_peripheral_bin_3_4,wt ctrl vs wt Ars,15,18,0.6057874038479828,0.12117618931134344,0.48461121453663936,0.5967165310262925,4.08550951280962,0.1037294624209055,2.974807633940742,0.04094879773623694,0.18033389086147897,0.04567256289116406,7.924642831945245e-8,0.362132365013179
TRAK2 S84 Ars,raw_peripheral_bin_4_5,wt ctrl vs wt Ars,15,18,0.8755562808046311,0.20687124851066746,0.6686850322939637,0.5748526587067042,4.6533891566044865,0.08578185497008883,3.3164618552505924,0.02947580411356321,0.10384356367212097,0.029073534676038237,2.3386105025928986e-6,0.7979136556893909
TRAK2 S84 Ars,den_perinuclear_bin_0_1,wt ctrl vs wt Ars,15,18,28.1988288939655,32.24593379393839,-4.04710489997289,-0.328683077107799,1.216819597065344,0.4119019720928481,-1.0588332103162434,0.3493792414844751,0.49991389200480485,0.39526853348685775,8.847327837662896e-7,178.15829842226464
TRAK2 S84 Ars,den_perinuclear_bin_1_2,wt ctrl vs wt Ars,15,18,9.895468075023613,12.299241816327521,-2.403773741303908,-0.6559807786401234,3.027776112992336,0.15622619056708506,-2.628323134915075,0.05828851009093128,0.14363286224485738,0.04474712615169696,9.967712253737085e-8,11.23541891965766
TRAK2 S84 Ars,den_perinuclear_bin_2_3,wt ctrl vs wt Ars,15,18,9.870511524789686,11.201566416197677,-1.331054891407991,-0.456752836313706,1.7920113137762415,0.28798457069993777,-1.7803290329057004,0.1496268939723674,0.6005959664559612,0.24930080773777075,2.0313255370593826e-6,7.6914255530796
TRAK2 S84 Ars,den_perinuclear_bin_3_4,wt ctrl vs wt Ars,15,18,9.141579746373074,9.61848984138215,-0.47691009500907633,-0.16157771483834416,0.8378872490266404,0.5394448312984393,-0.591004209264184,0.5862971471583723,0.6883821481354702,0.6652556588818914,1.2567128682490076e-7,8.186816696937747
TRAK2 S84 Ars,den_perinuclear_bin_4_5,wt ctrl vs wt Ars,15,18,8.444676448608003,8.195017872208874,0.24965857639912947,0.08127506345160292,0.0797751686503016,0.9676023941277029,0.18574273033083755,0.8616852472559966,0.9577423929967345,0.7559171755711392,0.8226603592209163,8.488478565454896
TRAK2 S84 Ars,den_peripheral_bin_0_1,wt ctrl vs wt Ars,15,18,0.7855284125170845,0.36848834084961574,0.41704007166746876,0.7095632034976496,1.4157435800830058,0.3615617801909353,1.5784793526992968,0.18959716653846137,0.2816822252120721,0.16259389654361034,0.039526270364363895,0.2721115635127273
TRAK2 S84 Ars,den_peripheral_bin_1_2,wt ctrl vs wt Ars,15,18,0.8118278103695787,0.37822555035464966,0.4336022600149291,0.8033907142032075,1.7423321586084304,0.29637433631581744,1.7243593428853463,0.15973310401776053,0.18850088517158334,0.12530618796692305,0.038840966952268824,0.22462655819691107
TRAK2 S84 Ars,den_peripheral_bin_2_3,wt ctrl vs wt Ars,15,18,1.0450270699696111,0.434165854346318,0.6108612156232931,0.8785993879985947,2.7415842125363876,0.17729201977497314,2.436850937926246,0.07145067979854902,0.054666577956409064,0.021492468930209063,0.024021263026124357,0.3283622092704278
TRAK2 S84 Ars,den_peripheral_bin_3_4,wt ctrl vs wt Ars,15,18,1.1958033585821946,0.6082966589417663,0.5875066996404282,0.6304883652612935,2.6265747394743117,0.18696087415782267,2.3328959749820934,0.07999794885395006,0.07255959385791445,0.02717358184514751,1.737869656172592e-9,0.5557190020411089
TRAK2 S84 Ars,den_peripheral_bin_4_5,wt ctrl vs wt Ars,15,18,1.5000956694464336,0.7781956848056982,0.7218999846407353,0.6156671050313764,2.689648538157421,0.18156410677058363,2.5398349951868844,0.06399212296027335,0.16297487190993437,0.04080423447271042,1.8482570812041694e-9,0.9332401198019034
TRAK2 S84 Ars,raw_midcyto_pct,wt ctrl vs wt Ars,21,27,26.779780862891556,26.08730967149891,0.6924711913926451,0.03941883545895285,2.600430683313207,0.12443581709722976,0.16044665106642655,0.8765066677343162,0.08761203692424926,0.8833270944313868,1.936240052020349e-6,261.69643041229665
TRAK2 S84 Ars,raw_peri_over_nuc,wt ctrl vs wt Ars,21,27,0.09161264383090148,0.007054706115557702,0.08455793771534378,0.4051022453144049,2.0699300237091833,0.18268737891099796,2.231913251876827,0.05612919123235949,0.23434295116219042,0.061692887289200526,1.1920480877757251e-11,0.022675898397715256
TRAK2 S84 Ars,raw_peri_minus_nuc,wt ctrl vs wt Ars,21,27,-68.86620382994234,-72.87514039465063,4.008936564708293,0.20097976478788782,2.518785797138268,0.13173203081664375,0.9082335446621117,0.39029406529477206,0.13266051789195785,0.43450637056704,2.63602578810214e-6,310.1377475822053
TRAK2 S84 Ars,raw_log2_peri_over_nuc,wt ctrl vs wt Ars,21,27,-6.429865409218804,-8.086651642853976,1.656786233635172,0.6870391148496621,0.7825097290195927,0.5362809823396979,1.415154917210589,0.1947489642914073,0.45292221509517916,0.14363619217716816,1.361607106333916,5.24786596377302
TRAK2 S84 Ars,raw_peripheral_share_pct,wt ctrl vs wt Ars,21,27,4.886427194991038,0.6955998636188153,4.190827331372223,0.4960571641449581,2.6787616692298744,0.11789709228090979,2.6100019449139076,0.031130210330053032,0.1084801991463729,0.02269530153713961,2.2709734214200633e-7,38.291207393249955
TRAK2 S84 Ars,raw_polarization_angle_deg,wt ctrl vs wt Ars,21,27,3.898134293916794,0.40416789264082453,3.4939664012759692,0.44155637999573427,2.3241392849168356,0.15135942757030005,2.3981543733733637,0.04330126475617513,0.9761733720831225,0.7729168438444111,7.379914217454163e-33,37.1666738083339
TRAK2 S84 Ars,raw_perinuclear_concentration,wt ctrl vs wt Ars,15,18,0.3780222265097164,0.4028107993198559,-0.02478857281013952,-0.19809318642762158,0.7604045323609575,0.5720615526116737,-0.6184782612522046,0.5697398367785854,0.6831065129803582,0.6216016856201537,1.6473556611333473e-9,0.019205727894358017
TRAK2 S84 Ars,raw_peripheral_concentration,wt ctrl vs wt Ars,15,18,0.10541283393535854,0.07321366092074294,0.0321991730146156,0.3747122346698701,0.6670769194140115,0.6149024780794474,0.9125375857105551,0.41311016196554395,0.5684989855723224,0.36503549086995735,0.00026150431917812194,0.008355788011048481
TRAK2 S84 Ars,raw_perinuclear_inner_outer_ratio,wt ctrl vs wt Ars,15,18,7.493062506333327,7.593844241123607,-0.10078173479027974,-0.007075096213641711,1.6324933885344222,0.3162390832232429,-0.01679974455631458,0.9874009323740873,0.372732333764177,0.9891122047330809,0.000058003514539307774,436.4522153192078
TRAK2 S84 Ars,den_midcyto_pct,wt ctrl vs wt Ars,23,27,27.838432320896157,27.984067682859607,-0.14563536196344984,-0.00997963710846995,2.4137083452592827,0.14191179229750317,-0.03839089099963324,0.9703167627748361,0.1286565506946458,0.9863475315455532,4.474710567761782,191.84296582725736
TRAK2 S84 Ars,den_peri_over_nuc,wt ctrl vs wt Ars,23,27,0.1261698676975186,0.033616878196356656,0.09255298950116193,0.48109744090155215,2.289339437461036,0.15523678381989328,2.3260114521335185,0.0484624997382066,0.08776211740029222,0.022854885389134605,0.000020596550304727077,0.020019288248576534
TRAK2 S84 Ars,den_peri_minus_nuc,wt ctrl vs wt Ars,23,27,-61.95483187537505,-67.36451854532817,5.409686669953118,0.31853830524726184,3.5536049076768044,0.06728888293197947,1.5782632256924154,0.15315772314250953,0.09474492847326689,0.2223149034262647,8.702691654719325e-7,244.009202833103
TRAK2 S84 Ars,den_log2_peri_over_nuc,wt ctrl vs wt Ars,23,27,-4.241017558997528,-5.302520721304376,1.061503162306848,0.6620155643472496,11.431125613453986,0.0029018262995663888,4.596330545848008,0.0017638957840832026,0.00800200982944552,0.0067940313366504634,4.0133958176589696e-6,1.9348302162715385
TRAK2 S84 Ars,den_peripheral_share_pct,wt ctrl vs wt Ars,23,27,8.449332515812312,3.1973715754138574,5.251960940398455,0.6494951124384719,3.5940326098570288,0.06567972359680459,2.9055591821888473,0.01972288837019942,0.01719569834925897,0.004871556713604397,0.45044600444769395,38.158194594173835
TRAK2 S84 Ars,den_polarization_angle_deg,wt ctrl vs wt Ars,23,27,6.087447159964001,1.9235811553516575,4.163866004612344,0.5563164524424917,2.8004618503664096,0.10855488797873027,2.576599999522469,0.032789234426396585,0.04854620444171781,0.012656546937352076,0.31424571867675316,30.994747190849097
TRAK2 S84 Ars,den_perinuclear_concentration,wt ctrl vs wt Ars,15,18,0.41768887618692074,0.43249460295523584,-0.014805726768315097,-0.14867289362452746,0.4607770016124299,0.7247525666322298,-0.4036943104320918,0.7070875453915493,0.7466179119545546,0.706923406163434,5.2859560923047333e-11,0.012303117277818923
TRAK2 S84 Ars,den_peripheral_concentration,wt ctrl vs wt Ars,15,18,0.1358122294065808,0.13191958011910737,0.003892649287473432,0.06088244859232236,0.2951912566018081,0.8280510596536378,0.08979804473877309,0.9327643686445799,0.8591849757250998,0.9751492791199913,0.0015682480626980858,0.00405907657811237
TRAK2 S84 Ars,den_perinuclear_inner_outer_ratio,wt ctrl vs wt Ars,15,18,4.416284862568462,5.0256131756473,-0.6093283130788381,-0.13628549739944118,0.5769819487182084,0.6602241640744956,-0.31405783901193096,0.7691745728472308,0.7054344551263283,0.7619570659622834,0.8512828048070471,32.404740247967695
TRAK2 S84 Ars,raw_perinuclear_1um,wt Ars vs S84A Ars,18,13,32.211270324688726,34.98025273805936,-2.7689824133706367,-0.18735223089196434,1.0503461085286923,0.4620798565810139,-0.5600878613439937,0.6053016366701452,0.5852360787334052,0.6529361719203242,0.00003616706550239262,282.7717207354966
TRAK2 S84 Ars,raw_peripheral_1um,wt Ars vs S84A Ars,18,13,0.023303029487875594,0.023322503309563737,-0.000019473821688143628,-0.0005766286240986519,1.1107285115854886,0.4429277869795601,-0.00019360683911763096,0.9998547948717957,0.3207555212576026,0.9955165967722935,0.005100962666893574,0.03776549940310026
TRAK2 S84 Ars,den_perinuclear_1um,wt Ars vs S84A Ars,18,13,32.24593379393838,34.620707791801586,-2.3747739978632083,-0.1971140973704562,1.2168195970653468,0.4119019720928474,-0.5967707765031913,0.5827958346354362,0.49991389200480507,0.626770056929222,8.847327837663263e-7,178.15829842226464
TRAK2 S84 Ars,den_peripheral_1um,wt Ars vs S84A Ars,18,13,0.36848834084961574,0.28161345248889114,0.0868748883607246,0.23781745314434233,1.4157435800830058,0.3615617801909353,0.3158330309181415,0.7679222647015571,0.28168222521207004,0.74536458140065,0.03952627036436389,0.27211156351272736
TRAK2 S84 Ars,raw_perinuclear_2um,wt Ars vs S84A Ars,18,13,46.749563301109426,47.46166477511473,-0.7121014740053013,-0.038824091573398424,1.3571347435477323,0.3754301302603634,-0.12744441134572534,0.9047387500718778,0.505367016641582,0.9204311072858132,2.091982936517899e-6,378.76676397753045
TRAK2 S84 Ars,raw_peripheral_2um,wt Ars vs S84A Ars,18,13,0.06209149980931399,0.044726059186032466,0.017365440623281526,0.26881702650365236,1.342883216854641,0.3789181277821519,0.08691249354447042,0.9349180077837067,0.2568939791893398,0.9321060512880385,0.01707678413775266,0.17374461723607001
TRAK2 S84 Ars,den_perinuclear_2um,wt Ars vs S84A Ars,18,13,44.54517561026591,45.84166296014235,-1.2964873498764433,-0.08869957782643893,1.7281046875662087,0.29884293138117635,-0.29633883165064967,0.7817204693233787,0.39018625510431204,0.8181164781985943,3.0709728571234254e-6,236.85678809550566
TRAK2 S84 Ars,den_peripheral_2um,wt Ars vs S84A Ars,18,13,0.7467138912042653,0.5473292637296188,0.19938462747464658,0.30632537459320264,1.5867093925519042,0.32509608425552433,0.3733643341564802,0.7278222710475907,0.23010367588330552,0.7035394442869056,0.1589356743848164,0.9536088909513262
